player,score,platform,style,proof level,vid pb,notes,proof link,time,editor
Dekk,1171360,Console,Roll,Video,1171360,,,1682101310326,Samual Finch
Dekk,1185180,Console,Roll,Video,1185180,,,1684954280791,Samual Finch
grape,1207864,Emulator,Tap,Image,,,,1587398624074,Hydrantdude
grape,1200118,Emulator,Tap,Video,,,,1591562917032,Hydrantdude
grape,1208671,Emulator,Tap,Video,1208671,,,1591903169995,Hydrantdude
Octavian,1115160,Emulator,Unknown,Claim,,19 start,,1646925186201,NerdTheBox
Octavian,1223860,Emulator,Tap,Claim,1183661,1183661 video pb. 1159080 video PB,,1647809632900,NerdTheBox
Octavian,1259198,Emulator,Tap,Video,1259198,,,1677282955269,algebruh
Mark Migas,1121940,Emulator,DAS+Tap,Video,,"Tap 18, DAS 19",,1587398624074,Hydrantdude
Mark Migas,1159220,Emulator,DAS+Tap,Video,,"Tap 18, DAS 19",,1597446906849,Hydrantdude
Mark Migas,1161963,Emulator,DAS+Tap,Video,,"Tap 18, DAS 19",,1609191788690,Hydrantdude
Mark Migas,1186273,Emulator,DAS+Tap,Video,,"Tap 18, DAS 19",,1612869923646,Petr Verner
Mark Migas,1187200,Emulator,DAS+Tap,Image,,"Tap 18, DAS 19. 1186273 video PB",,1622408579572,Hydrantdude
Mark Migas,1214320,Emulator,DAS+Tap,Image,,"Tap 18, DAS 19. video of topout 1186273 video PB",,1623330889944,Cool Iceage
Mark Migas,1218620,Emulator,DAS+Tap,Partial Video,,"Tap 18, DAS 19. transition+  1196818 video PB",,1626922539063,Hydrantdude
Mark Migas,1247760,Console,DAS,Partial Video,,. 1203112 full vid PB,,1626993019191,Hydrantdude
Mark Migas,1263506,Console,DAS,Video,,,,1634843297595,NerdTheBox
Mark Migas,1279783,Console,DAS,Partial Video,,. 1279301 video PB,,1637672628285,NerdTheBox
Mark Migas,1302617,Console,DAS,Partial Video,1279301,,https://www.youtube.com/watch?v=xFfsyZjJ8-g,1657781429965,Hydrantdude
Mark Migas,1290240,Console,DAS,Video,1279301,,https://www.youtube.com/watch?v=xFfsyZjJ8-g,1660819896897,NerdTheBox
Mark Migas,1311511,Console,DAS,Image,1290240,,,1664235683856,Hydrantdude
Mark Migas,1292020,Console,DAS,Video,1290240,,,1682103975529,Samual Finch
Rhubarb,1129660,Console,Tap,Video,,,,1613441794220,DTFPS
Rhubarb,1227680,Console,Tap,Partial Video,,155 Lines+      in CTG warmup,,1615345221994,Cool Iceage
Rhubarb,1238760,Console,Tap,Video,,,,1623465592027,Cool Iceage
Rhubarb,1254400,Console,Tap,Video,,,,1624493244246,Hydrantdude
Rhubarb,1281440,Console,Tap,Video,,,,1627072390750,DTFPS
Rhubarb,1304340,Console,Tap,Video,,,,1636198251167,NerdTheBox
Rhubarb,1330560,Console,Tap,Video,,19 start,,1647736205535,NerdTheBox
Rhubarb,1358180,Console,Roll,Video+,1358180,,https://www.twitch.tv/videos/1585830312,1662807192541,Hydrantdude
Rhubarb,1429760,Console,Roll,Image,1358180,,,1672869704224,Hydrantdude
Rhubarb,1431740,Console,Roll,Video+,1431740,,https://youtu.be/5NCuZBbmxwg,1678400313914,Samual Finch
doge,1153780,Console,Tap,Video,,,,1595817569952,Hydrantdude
doge,1197220,Console,Tap,Image,,. 1.1X video PB,,1598745724213,Hydrantdude
doge,1201820,Console,Tap,Video,,,,1612744072416,DTFPS
doge,1210073,Console,Tap,Video,,,,1616908376098,Hydrantdude
doge,1210593,Console,Tap,Video,,,,1617492997661,Hydrantdude
doge,1244340,Console,Tap,Video,,,,1617841864238,Cool Iceage
doge,1250361,Console,Tap,Video,,,,1625517921823,Hydrantdude
doge,1304744,Console,Roll,Video,,,,1638282869597,NerdTheBox
doge,1368440,Console,Roll,Video,,2 1.3s. Comp PB,,1638576197662,J Huff
doge,1409222,Console,Roll,Video,1409222,,,1648768025467,NerdTheBox
doge,1702640,Console,Roll,Video+,1702640,,https://www.youtube.com/watch?v=ys5F812AP-U,1669262463495,algebruh
Nenu,1248640,Console,Tap,Video,,,,1587398624074,Hydrantdude
Nenu,1260620,Console,Tap,Video,,,,1588151195135,Hydrantdude
Nenu,1284760,Console,Tap,Video,,,,1596826595789,Hydrantdude
Nenu,1305980,Console,Tap,Video,,,https://youtu.be/ItsmA8Z8rWI,1600437170779,Hydrantdude
Nenu,1312940,Console,Tap,Video,1312940,has das 1.3,https://www.youtube.com/watch?v=3yfjALUDMnQ,1657460047729,NerdTheBox
Alwin,1106560,Emulator,Tap,Video,1106560,in qualifying    first maxout,,1596398444684,Hydrantdude
Quaid,1267740,Console,DAS,Claim,1100000,claims 2 1.4s. 1.1X video PB,,1587398624074,Hydrantdude
Ansel,1108800,Emulator,Roll,Video,1108800,,,1663557864238,Hydrantdude
Ansel,1186440,Emulator,Roll,Video,1108800,19 start,,1667098321107,algebruh
Ansel,1190832,Emulator,Roll,Video,1190832,,,1667601122500,algebruh
Ansel,1311720,Emulator,Roll,Video,1311720,1.2 skip,https://www.twitch.tv/videos/1681727181,1671332451499,algebruh
Kenakels,1109560,Emulator,Tap,Video,1109560,,,1653399083367,NerdTheBox
Tetrasaurus,1121380,Emulator,Tap,Video,,on chasedown,,1614637376543,Hydrantdude
Tetrasaurus,1169540,Emulator,Tap,Video,,,,1617806606306,Cool Iceage
Tetrasaurus,1174620,Emulator,Tap,Video,,,,1645397199367,NerdTheBox
Tetrasaurus,1194320,Emulator,Tap,Video,,,,1648249754047,NerdTheBox
Tetrasaurus,1254340,Emulator,Tap,Image,1194320,,,1648836716276,NerdTheBox
gio,1142840,Console,DAS,Video,,,,1614274569447,Hydrantdude
gio,1227040,Console,DAS,Video,1227040,,,1631467611228,Cool Iceage
DaAsiann_,1151290,Console,Tap,Video,,,,1587398624074,Hydrantdude
DaAsiann_,1228401,Console,Tap,Video,,,,1587624030399,Hydrantdude
DaAsiann_,1274441,Console,Tap,Image,,"Streamed live, but VOD saving disabled. 1228401 video PB",,1598318796153,Hydrantdude
DaAsiann_,1316360,Console,Roll,Video+,1316360,,https://www.twitch.tv/videos/1687538694,1671991769028,Bunny Boing
drfpslegend,1142780,Console,Tap,Image,,,,1673663265600,Hydrantdude
supermines,1149840,Console,Tap,Video,,,,1608952530700,DTFPS
supermines,1150920,Console,Tap,Video,,,,1614536262440,Cool Iceage
supermines,1185760,Console,Tap,Video,,,,1625439284079,Hydrantdude
supermines,1289560,Console,Tap,Video,,claims 1.371,,1625868859469,Hydrantdude
supermines,1320800,Console,Tap,Video,,claims 1.371,,1635395648083,Hydrantdude
supermines,1392500,Console,Roll,Partial Video,,into-killscreen wr. 19 start,,1636154573425,NerdTheBox
supermines,1405580,Console,Roll,Partial Video,1405580,"1.4 into KS, Earliest Max WR. Claims 1.5",https://discord.com/channels/374368504465457153/702149583790145567/924076414041460756,1640445649671,Hydrantdude
supermines,1500000,Console,Roll,Claim,1405580,,,1672639258277,Bunny Boing
BV,1154000,Console,Tap,Claim,,. 1147587 video PB,,1587398624074,Hydrantdude
BV,1211817,Console,Tap,Video,,,,1588363049654,Hydrantdude
BV,1246930,Console,Tap,Video,,,,1606067332365,DTFPS
BV,1279920,Console,Tap,Video,1279920,,,1609283549715,Hydrantdude
MysticalMidget,1112480,Console,DAS,Video,1112480,,,1678160924483,Samual Finch
Pepe2381,1129480,Console,DAS,Video,,,,1599643843077,Hydrantdude
Pepe2381,1131580,Console,DAS,Video,,,,1600730272917,Hydrantdude
Pepe2381,1146560,Console,DAS,Video,,,,1602649366002,Hydrantdude
Pepe2381,1170600,Console,DAS,Video,1170600,,,1612145694051,Hydrantdude
Felinho,1101400,Emulator,Tap,Video,,,,1632747988335,Cool Iceage
Felinho,1195060,Emulator,Tap,Video,1198560,in comp,,1644280262094,NerdTheBox
fractal161,1152500,Emulator,DAS+Tap,Video,,,,1588815734785,Hydrantdude
fractal161,1265360,Console,DAS+Tap,Partial Video,,"Claimed D30, score lost when console unplugged. 1.20 video PB",,1603176370693,Hydrantdude
fractal161,1292360,Console,DAS+Tap,Video,,"Claimed D30, score lost when console unplugged",,1614983877112,Hydrantdude
fractal161,1327480,Console,DAS+Tap,Video,,on chasedown,,1615851830339,Cool Iceage
fractal161,1332180,Console,DAS+Tap,Image,,3 1.3s. 1327480 video PB,https://discord.com/channels/374368504465457153/388315550507597825/849833321957687296,1622686844893,Hydrantdude
fractal161,1374040,Console,DAS+Tap,Image,,"Tap before 29, Roll 29+. 1327480 video PB   >5 1.3s",CTM Discord,1633908685267,NerdTheBox
fractal161,1408460,Console,DAS+Tap,Video,,"Tap before 29, Roll 29+",https://cdn.discordapp.com/attachments/699855227162984469/896980588144263198/eeeee.mp4,1633928277932,Hydrantdude
fractal161,1430520,Console,Tap+Roll,Video,,"Tap before 29, Roll 29+. 2 1.4s",https://cdn.discordapp.com/attachments/699855227162984469/897673499399839875/e30v2.mp4,1634080477268,NerdTheBox
fractal161,1577600,Console,Roll,Video,,,,1648271167186,Hydrantdude
fractal161,1648340,Console,Roll,Video,,,,1648706454740,Hydrantdude
fractal161,1813364,Console,Roll,Video,,3 start WR,,1650942187630,NerdTheBox
fractal161,1913960,Console,Roll,Video+,1913960,In CTM Qual,https://www.youtube.com/watch?v=259trI9rjBI,1653856875587,NerdTheBox
fractal161,2795620,Console,Roll,Video+,2795620,,,1659216391306,Hydrantdude
fractal161,3187500,Console,Roll,Video+,3187500,"capped, score recalced",https://www.youtube.com/watch?v=_p14A4VJ170,1660996687443,NerdTheBox
Ryan Hamburger,1143640,Emulator,Tap,Video,1143640,beepomonk. sleepomonk,,1660156033499,NerdTheBox
Ryan Hamburger,1145600,Emulator,Tap,Image,1143640,. get me the dam video man,,1671331683353,algebruh
Ryan Hamburger,1153100,Emulator,Tap,Image,1143640,. get me the dam video man,,1684955909448,Samual Finch
tsukisuki,1154647,Console,Tap,Video,1154647,,,1622654687356,Cool Iceage
Lancelet,1162774,Emulator,Tap,Video,1162774,History Viewer,,1668283158088,algebruh
Lancelet,1181292,Emulator,Tap,Video,1181292,History Viewer,,1668970200759,Hydrantdude
Lancelet,1242744,Emulator,DAS+Tap,Video,1242744,History Viewer,,1679958896517,Samual Finch
Steve1771,1134540,Emulator,Tap,Video,1134540,,,1650934517127,NerdTheBox
Steve1771,1158501,Emulator,Roll,Video,1158501,,https://www.youtube.com/watch?v=8ix68BuRKPA,1678399035311,Samual Finch
MT,1105940,Emulator,Tap,Video,1105940,. in qualifying,,1608522975319,DTFPS
TommyNTG,1271360,Emulator,Tap,Video,,History Viewer. 1.05 live vid PB,,1606418884565,Hydrantdude
TommyNTG,1300620,Emulator,Tap,Video,,,,1610671882876,DTFPS
TommyNTG,1330880,Emulator,Tap,Video,,History Viewer. 2 1.3s,,1620865057794,Cool Iceage
TommyNTG,1338420,Console,Tap,Video,,1330880 emulator pb. 3 1.3s,CTM Discord,1633987172953,NerdTheBox
TommyNTG,1429980,Console,Tap,Video,,. >3 1.3s,https://www.youtube.com/watch?v=QC6uZUTNpWQ,1640057031840,DTFPS
TommyNTG,1601700,Console,Tap+Roll,Video,,,https://youtu.be/UWPn8n2B1AI,1655163221623,NerdTheBox
TommyNTG,1605860,Console,Tap+Roll,Video,1605860,,,1656618715117,Hydrantdude
TommyNTG,1687240,Console,Tap+Roll,Video,1687240,,https://youtu.be/UWPn8n2B1AI,1658554187821,Hydrantdude
TommyNTG,1729100,Console,Tap+Roll,Video,1729100,,https://www.youtube.com/watch?v=JWnm8h3FifQ,1659640678865,NerdTheBox
TommyNTG,1770900,Console,Roll,Video,1770900,,https://www.youtube.com/watch?v=9-uBeqyg7-A,1659754182746,Hydrantdude
TommyNTG,2126840,Console,Roll,Video,2126840,,,1659811952930,NerdTheBox
TommyNTG,2489800,Console,Roll,Video,2489800,,,1661340573365,NerdTheBox
TommyNTG,3021800,Console,Roll,Video,3021800,,,1684849293584,Samual Finch
Yamacia,1114360,Emulator,Tap,Video,,,,1594760153740,Hydrantdude
Yamacia,1187607,Emulator,Tap,Image,,Might have vid?,,1597694241783,Hydrantdude
Yamacia,1213692,Emulator,Tap,Image,,,,1606765840091,Petr Verner
Yamacia,1256275,Emulator,Tap,Image,1114360,,,1627754961959,Hydrantdude
soap,1215700,Emulator,Tap,Video,1215700,1.1 skip,,1631667303673,Cool Iceage
Paul Yeo,1108700,Console,Tap,Video,1108700,,,1587398624074,Hydrantdude
Joseph Saelee,1357428,Console,Tap,Video,,Current WR,,1587398428292,Hydrantdude
Joseph Saelee,1375660,Console,Tap,Video,,19 start. 4 1.3s,,1591666090981,Hydrantdude
Joseph Saelee,1390780,Console,Tap,Video,,19 start. 5 1.3s,,1591671906406,Hydrantdude
Joseph Saelee,1439173,Console,Tap,Image,1390780,"Achieved in video call, but unrecorded. 1.39 video PB",,1592165128926,Hydrantdude
Jeff Moore,1252854,Console,DAS,Image,1100000,. 1.1X video PB,,1587398624074,Hydrantdude
Jonas Neubauer,1245200,Console,DAS,Video,1245200,Former WR. old clip shows a C48700 on scoreboard,,1587398624074,Hydrantdude
TetrisTime,1114800,Console,Tap,Video,,,,1614274731767,Hydrantdude
TetrisTime,1171900,Console,Tap,Video,,,,1615554761576,Cool Iceage
TetrisTime,1187920,Console,Tap,Video,,,,1619400538746,Cool Iceage
TetrisTime,1230500,Console,Tap,Video,,In CTG match,,1622080604143,Cool Iceage
TetrisTime,1244960,Console,Tap,Video,,,,1622611949612,Hydrantdude
TetrisTime,1248580,Console,Tap,Video,,,,1622929142120,Cool Iceage
TetrisTime,1278680,Console,Tap,Video,1278680,,,1638577085155,NerdTheBox
TetrisTime,1301440,Console,Tap,Video+,1301440,,https://www.twitch.tv/videos/1582191019,1662408375430,Hydrantdude
c-dubs,1127691,Console,DAS,Video,1127691,,,1651748503362,DTFPS
Piernov,1120031,Console,Tap,Video,1120031,,,1683307039297,Samual Finch
Matt Martin,1200532,Console,DAS,Image,,. 1.0X video PB,,1587398624074,Hydrantdude
Matt Martin,1207295,Console,DAS,Image,,. 1.0X video PB,,1619387926821,Cool Iceage
Matt Martin,1240090,Console,DAS,Image,,. 1.1X video PB,,1623627974734,Hydrantdude
Matt Martin,1290020,Console,DAS,Image,1116000,,,1631757371014,Hydrantdude
ntam117,1114180,Console,DAS+Tap,Image,,,,1652823577331,NerdTheBox
ntam117,1162660,Console,DAS+Tap,Image,1085760,,,1656019821277,NerdTheBox
ntam117,1215560,Console,DAS+Tap,Video,1215560,,,1677284026642,algebruh
Obelex,1147820,Console,Roll,Video,,19 start,,1650712138136,NerdTheBox
Obelex,1166520,Console,Roll,Video,1166520,,,1654012559740,NerdTheBox
Obelex,1175580,Console,Roll,Video,1175580,,,1659549883089,NerdTheBox
Obelex,1225140,Console,Roll,Video,1225140,lines pb,,1668036812127,algebruh
Obelex,1272000,Console,Roll,Video,1272000,,,1670692480450,NerdTheBox
Obelex,1300840,Console,Roll,Video+,1300840,joint PB/1.3 with Sunny. 1:12:14 in VOD,https://www.twitch.tv/videos/1681768901,1671333720309,Hydrantdude
Tristop,1100060,Console,Tap,Video,,,,1587398624074,Hydrantdude
Tristop,1127820,Console,Tap,Image,,,,1590458947668,Hydrantdude
Tristop,1146160,Console,Tap,Partial Video,,,,1591587190051,Hydrantdude
Tristop,1164180,Console,Tap,Video,,,,1592465117177,Hydrantdude
Tristop,1165160,Console,Tap,Video,,,,1592728587280,Hydrantdude
Tristop,1180240,Console,Tap,Video,,,,1592888241140,Hydrantdude
Tristop,1192860,Console,Tap,Video,,,,1593207902200,Hydrantdude
Tristop,1246580,Console,Tap,Video,,,,1593317514862,Hydrantdude
Tristop,1318600,Console,Tap,Video,,C94380 DAS WR,,1608352137964,Hydrantdude
Tristop,1319300,Console,DAS,Video,,DAS WR. 1.3 in every playstyle,https://youtu.be/uJcyZ8HvxW8,1624937126844,Cool Iceage
Tristop,1418100,Console,Tap+Roll,Video,,This is the greatest betrayal in tetris history. 1.3 in every playstyle,https://youtu.be/uJcyZ8HvxW8,1651961821506,NerdTheBox
Tristop,1502120,Console,Tap+Roll,Video,,,,1656106449241,NerdTheBox
Tristop,1649880,Console,Tap+Roll,Video,,,,1656110336162,NerdTheBox
Tristop,1841940,Console,Tap+Roll,Video+,1841940,,https://cdn.discordapp.com/attachments/699855227162984469/990107968336969778/2022-06-24_22-51-46_Trim_2.mp4,1656159031536,NerdTheBox
Tristop,2983540,Console,Roll,Video+,2983540,,,1658374166550,Hydrantdude
Jeez,1123020,Console,Tap,Video,,,,1641773755521,MegaTech
Jeez,1124980,Console,Tap,Video,1124980,,,1649029606897,NerdTheBox
Jeez,1140620,Console,Tap,Video,1140620,,,1670630802731,NerdTheBox
Jeez,1141940,Console,Tap,Video+,1141940,,https://www.youtube.com/watch?v=ZRt829qsAz8,1672783033330,Hydrantdude
Jeez,1170080,Console,Tap,Video,1170080,,https://www.youtube.com/watch?v=ZRt829qsAz8,1678169183310,Samual Finch
Jeez,1214280,Console,Tap,Video,1214280,,https://www.youtube.com/watch?v=ZRt829qsAz8,1679761970538,Samual Finch
Melhk,1133801,Emulator,Tap,Video,,first maxout. History Viewer,,1625568375349,Cool Iceage
Melhk,1152866,Console,Roll,Video+,1152866,,,1666149475578,Hydrantdude
Melhk,1165400,Console,Roll,Video,1165400,,,1670005246134,NerdTheBox
Melhk,1198906,Console,Roll,Video,1198906,,,1670005745718,NerdTheBox
Melhk,1281380,Console,Roll,Video+,1281380,19 start,https://www.youtube.com/watch?v=Y9194DZzWrY,1673220870939,Bunny Boing
Melhk,1373740,Console,Roll,Video+,1373740,19 start,,1678164080691,Samual Finch
HiybeHub,1106420,Emulator,Tap,Video,1106420,,,1659313033010,NerdTheBox
KyiraTetris,1177640,Console,Roll,Image,,,,1671648196532,Bunny Boing
KyiraTetris,1183360,Console,Roll,Video,1183360,,,1674424817113,algebruh
Ryan,1109300,Console,DAS,Video,,,,1619378375697,Hydrantdude
Ryan,1139400,Console,DAS,Video,,,,1632771597601,NerdTheBox
Ryan,1150480,Console,DAS,Video,,,,1640374869555,Hydrantdude
Ryan,1177400,Console,DAS,Video,,,,1645832606007,NerdTheBox
Ryan,1224100,Console,DAS,Video,1224100,,,1653223024699,NerdTheBox
Ryan,1264020,Console,DAS,Video,1264020,,,1683315428253,Samual Finch
Kdenye,1147648,Console,DAS,Image,1069967,,,1632227729161,Cool Iceage
notzempro,1112296,Emulator,Tap,Video,1112296,,,1671332859783,algebruh
Joacozep,1133620,Emulator,Tap,Video,,Video Exists. Could be console,,1678162841183,Samual Finch
Hepps,1100900,Console,DAS,Video,,,,1606152091769,Petr Verner
Hepps,1102200,Console,DAS,Video,,,,1611844068795,Hydrantdude
Hepps,1152540,Console,DAS,Image,,,,1612041803954,Hydrantdude
Hepps,1171900,Console,DAS,Video,,,,1618159290203,Cool Iceage
Hepps,1191020,Console,DAS,Video,,,,1624213000557,Hydrantdude
Hepps,1192840,Console,DAS,Video,,,,1624733391391,Hydrantdude
Hepps,1220600,Console,DAS,Video,1220600,,,1631738592820,Cool Iceage
Hepps,1238200,Console,Roll,Video,1238200,,,1668281382323,algebruh
Hepps,1292220,Console,Roll,Video+,1292220,,,1668654709831,Hydrantdude
Hepps,1308720,Console,Roll,Video+,1308720,,,1669078610660,algebruh
Hepps,1310280,Console,Roll,Image,1308720,,,1670005196358,NerdTheBox
Hepps,1412340,Console,Roll,Video,1412340,,https://www.youtube.com/watch?v=S6S2ir_nJfA,1670005874962,NerdTheBox
curi,1119720,Console,Roll,Video,,,,1654374943806,NerdTheBox
curi,1293400,Console,Roll,Image,1119720,,,1656465632980,Hydrantdude
curi,1311880,Console,Roll,Video,1311880,,,1660964336849,Hydrantdude
curi,1358940,Console,Roll,Video,1358940,,,1665454712764,Hydrantdude
curi,1452820,Console,Roll,Video,1452820,,,1668282412676,algebruh
curi,1525380,Console,Roll,Video,1525380,,https://www.youtube.com/watch?v=T0jznxrXKDU,1670005138976,NerdTheBox
curi,1708860,Console,Roll,Video,1708860,,https://www.youtube.com/watch?v=T0jznxrXKDU,1676503042835,algebruh
Stan,1104600,Emulator,Tap,Video,1104600,,,1651443655594,MegaTech
Wang,1100800,Emulator,DAS,Video,,,,1616676541581,Cool Iceage
Wang,1108240,Emulator,DAS,Video,,,,1618320298478,Cool Iceage
Wang,1166860,Emulator,DAS,Video,,,,1644438836487,NerdTheBox
Wang,1201831,Emulator,DAS,Video,1201831,,,1649593466603,NerdTheBox
dylanarmstrong,1158160,Emulator,Roll,Image,1035900,,,1653825200733,NerdTheBox
dylanarmstrong,1159860,Emulator,Roll,Video,1159860,,,1668283580779,algebruh
dylanarmstrong,1208660,Emulator,Roll,Video,1208660,,,1668653803932,Hydrantdude
dylanarmstrong,1218200,Emulator,Roll,Image,1208660,,,1670346469579,NerdTheBox
dylanarmstrong,1245980,Console,Roll,Image,1208660,,,1672883283627,Hydrantdude
tcy,1115520,Emulator,Tap,Video,,,,1633264570613,NerdTheBox
tcy,1190740,Emulator,Tap,Video,,,,1641829666864,Hydrantdude
tcy,1210180,Emulator,Tap,Video,,,,1642979227743,Hydrantdude
tcy,1214540,Emulator,Tap,Video,1214540,,,1645538722172,NerdTheBox
Insaniso,1107819,Emulator,Tap,Video,,,,1632152007428,DTFPS
Insaniso,1163571,Emulator,Tap,Image,1103000,1.103 video PB,,1635864351744,NerdTheBox
Insaniso,1218651,Emulator,Tap,Video,1103000,Video somewhere,,1678161947137,Samual Finch
Óðinn,1112470,Emulator,Tap,Video,,,,1615511037448,Cool Iceage
Óðinn,1132813,Emulator,Tap,Video,,,,1622482008391,DTFPS
Óðinn,1147500,Console,Tap,Video,,,,1624402489873,Hydrantdude
Óðinn,1220700,Console,Tap,Video,1220700,,,1627335591803,DTFPS
meme,1104540,Emulator,Tap,Video,,,,1603264593125,Hydrantdude
meme,1165060,Emulator,DAS,Image,,. 1.104 video PB,,1603779505073,Hydrantdude
meme,1189940,Console,Tap,Video,,,,1621735159505,DTFPS
meme,1191840,Console,Tap,Video,,,,1622689819964,DTFPS
meme,1206500,Console,Tap,Video,,,,1623460995630,DTFPS
meme,1217900,Emulator,Tap,Image,,. 1206500 video PB,,1624405080953,DTFPS
meme,1230969,Emulator,Tap,Video,,"12 start WR. History Viewer, 1206500 (non History Viewer) video PB",,1624482787600,DTFPS
meme,1274640,Emulator,Tap,Video,,,,1625080288511,DTFPS
meme,1275680,Console,Tap,Video,,,,1626478680408,DTFPS
meme,1293440,Console,Tap,Video,,,,1627608724157,DTFPS
meme,1312760,Console,Tap,Video,,,https://youtu.be/s7f6b4XKa10,1627880341286,DTFPS
meme,1336480,Console,DAS+Tap,Video,,"Tap before 29, roll 29+. 2 1.3s",,1639152015602,DTFPS
meme,1345780,Console,Roll,Video,,19 start. 3 1.3s,,1641502288808,DTFPS
meme,1347380,Console,Tap,Video,,. 9 1.3s,,1643773895415,DTFPS
meme,1388080,Console,Roll,Image,1345780,19 start. >9 1.3s,,1654817200812,meme tetris
meme,1413320,Console,Roll,Video,1413320,19 start. >9 1.3s,,1658689810146,meme tetris
meme,1515160,Console,Roll,Image,1413320,"Seed, witnessed by BunnyBoing. >9 1.3s",,1667278720598,meme tetris
meme,1972380,Console,Roll,Video,1972380,19 start. Skipped 1.6-1.8,,1681806919883,meme tetris
fur_of_kitten,1160380,Console,Roll,Video,,19 start,,1655434261361,NerdTheBox
fur_of_kitten,1183500,Console,Roll,Partial Video,,19 start,,1655512088512,NerdTheBox
fur_of_kitten,1230240,Console,Roll,Video,1230240,,,1657135346246,NerdTheBox
fur_of_kitten,1279700,Console,Roll,Video,1279700,,,1659582194659,Hydrantdude
fur_of_kitten,1325460,Console,Roll,Image,1279700,19 start,,1672190738715,NerdTheBox
fur_of_kitten,1330960,Console,Roll,Image,1279700,19 start,,1676504837598,algebruh
fur_of_kitten,1358300,Console,Roll,Video,1358300,19 start,,1686329883369,Noah Dengler
BunnyBoing,1107560,Emulator,Butterfly,Image,1057420,,,1662427381139,Hydrantdude
BunnyBoing,1172980,Emulator,Butterfly,Video,1172980,,,1664839317365,Hydrantdude
BunnyBoing,1196760,Emulator,Butterfly,Image,1172980,,,1668970225143,Hydrantdude
Moodeuce,1175740,Console,DAS,Video,1175740,,,1640964990516,MegaTech
kellySTAR,1165399,Emulator,Tap,Video,1165399,,,1686330190773,Noah Dengler
furious programming,1142775,Emulator,DAS,Image,,9 start,,1614977432635,Hydrantdude
furious programming,1152562,Emulator,DAS,Video,1152562,,,1650139796256,NerdTheBox
anicomi,1114592,Emulator,Tap,Video,,In match,,1627755105868,Hydrantdude
anicomi,1131815,Emulator,Tap,Video,,,,1628133074446,Hydrantdude
anicomi,1217400,Emulator,Tap,Video,1217400,,,1639455679994,Hydrantdude
GalaxyBiscuit,1124840,Emulator,Tap,Image,,,,1681155336804,Samual Finch
Chiller,1117140,Emulator,DAS+Tap,Video,,,,1629742589338,Hydrantdude
Chiller,1135700,Emulator,DAS+Tap,Video,,19 start,,1630626605464,Hydrantdude
Chiller,1150860,Emulator,DAS+Tap,Video,,,,1631738537954,Cool Iceage
Chiller,1171080,Emulator,DAS+Tap,Video,,,,1632898991517,DTFPS
Chiller,1233440,Emulator,DAS+Tap,Video,,,,1633437126660,NerdTheBox
Chiller,1235780,Emulator,Tap,Video,,,,1636720846251,NerdTheBox
Chiller,1257540,Console,Tap,Video,,,,1648331192410,NerdTheBox
Chiller,1311340,Console,Tap,Video,,in CTW,,1648944799941,DTFPS
Chiller,1313660,Console,Tap,Video,1313660,in CTW,https://www.twitch.tv/videos/1444729836,1656240529666,NerdTheBox
Chiller,1314260,Console,Tap,Video,1314260,in CTW. what is the score? who knows,,1660791526146,NerdTheBox
